ID;Sample Name;Abs. (254.0nm)
1;14:05;0.0937
2;14:10;0.0725
3;14:20;0.1169
4;14:25;0.1681
5;14:30;0.1893
6;14:35;0.1767
7;14:40;0.2032
8;14:45;0.2037
9;14:50;0.2185
10;14:55;0.2045
11;15:00;0.2071
12;15:35;0.2183
13;15:40;0.2139
14;15:45;0.2238
15;15:50;0.2037
16;15:55;0.2112
17;16:00;0.2069
18;16:10;0.2146
19;16:15;0.2304
20;16:20;0.2064
21;16:25;0.2088
22;16:30;0.2194
23;16:35;0.224
24;16:40;0.2305
