ID;Sample Name;Abs. (254.0nm)
1;15:35;0.0919
2;15:40;0.1288
3;15:45;0.1227
4;15:50;0.1227
5;15:55;0.1222
6;16:00;0.1027
7;16:05;0.1022
8;16:10;0.1067
9;16:15;0.0836
10;16:20;0.0938
11;16:25;0.108
12;16:30;0.1036
