Day fraction since midnight on 	influent turbidity (NTU)	effluent turbidity (NTU)	water pump control (rpm)	coag pump control (rpm)	acid pump control (rpm)	carbon pump control (rpm)
0.4117512913	1.1650748253	1.1778148413	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4118091544	1.1674495935	1.1778148413	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4118670380	1.1674495935	1.1778148413	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4119248982	1.1591842175	1.1778148413	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4119827846	1.1591842175	1.1778148413	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4120406449	1.1454037428	1.1778148413	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4120985282	1.1454037428	1.1778148413	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4121563913	1.1483904123	1.1778148413	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4122142551	1.1483904123	1.1778148413	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4122721385	1.1357314587	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4123300003	1.1357314587	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4123878606	1.1410212517	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4124457457	1.1410212517	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4125036109	1.1261104345	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4125614711	1.1261104345	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4126193569	1.1083931923	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4126772170	1.1083931923	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4127350827	1.0915353298	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4127929691	1.0915353298	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4128508293	1.0806958675	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4129087126	1.0806958675	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4129665751	1.0888217688	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4130244637	1.0888217688	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4130823240	1.0972293615	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4131401858	1.0972293615	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4131980461	1.0993202925	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4132559294	1.0993202925	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4133137926	1.1069004536	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4133716553	1.1069004536	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4134295384	1.1117806435	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4134874007	1.1117806435	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4135452870	1.1093568802	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4136031539	1.1093568802	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4136610164	1.1069023609	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4137188767	1.1069023609	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4137767601	1.1079264879	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4138346203	1.1079264879	1.0652891397	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4138925037	1.1060599089	1.2994990349	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4139503639	1.1060599089	1.2994990349	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4140082313	1.1031895876	1.2994990349	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4140661202	1.1031895876	1.2994990349	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4141239804	1.1026284695	1.2994990349	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4141818430	1.1026284695	1.2994990349	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4142397286	1.1076185703	1.2994990349	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4142975886	1.1076185703	1.2994990349	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4143554516	1.1033695936	1.2994990349	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4144133350	1.1033695936	1.2994990349	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4144711952	1.0997298956	1.2994990349	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4145290786	1.0997298956	1.2994990349	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4145869388	1.0991381407	1.2994990349	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4146448033	1.0991381407	1.2994990349	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4147026864	1.1082539558	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4147605511	1.1082539558	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4148184347	1.1161545515	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4148762973	1.1161545515	0.9995953441	34.2720000000	0.2811676301	1.4060115607	346.8208092486
0.4149341576	1.1273331642	0.9995953441	34.2720000000	0.2811676301	1.4060115607	346.8208092486
0.4149920436	1.1273331642	0.9995953441	34.2720000000	0.2811676301	1.4060115607	346.8208092486
0.4150499055	1.1257419586	0.9995953441	34.2720000000	0.2811676301	1.4060115607	346.8208092486
0.4151077711	1.1257419586	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4151656545	1.1537560225	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4152235182	1.1537560225	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4152813804	1.7665563822	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4153392658	1.7665563822	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4153971258	6.0898675919	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4154549904	6.0898675919	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4155128772	8.7508993149	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4155707373	8.7508993149	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4156286207	10.8971605301	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4156864811	10.8971605301	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4157443414	20.6218776703	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4158022247	20.6218776703	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4158600848	21.0312747955	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4159179681	21.0312747955	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4159758285	22.0761394501	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4160337144	22.0761394501	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4160915769	22.3196334839	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4161494372	22.1572914124	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4162073224	22.0530948639	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4162652079	21.3519821167	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4163230452	21.1405677795	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4163809286	20.2164764404	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4164387888	19.7913742065	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4164966722	18.8301830292	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4165545322	18.2705211639	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4166124156	17.0034008026	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4166702761	16.4488315582	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4167281595	15.1832056046	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4167860195	14.6546440125	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4168438799	13.3388357162	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4169017633	12.8226203918	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4169596250	11.7092275620	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4170175214	11.3887701035	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4170754154	10.3092412949	0.9995953441	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4171332651	10.3092412949	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4171911588	8.4128112793	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4172490324	8.2792787552	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4173069263	7.8899955750	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4173648203	7.6712880135	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4174226708	7.1276030540	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4174805480	6.9285216331	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4175384419	6.4804239273	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4175963386	6.2496113777	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4176542129	5.7616558075	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4177120837	5.6637444496	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4177699545	5.1988234520	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4178278503	5.0736179352	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4178857228	4.7658791542	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4179435988	4.6161971092	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4180014928	4.3009610176	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4180593703	4.2505035400	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4181172413	4.0128583908	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4181751197	3.9034869671	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4182330019	3.6889579296	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4182908958	3.6281270981	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4183487667	3.3833014965	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4184066647	3.2043836117	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4184645399	3.1320526600	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4185224134	3.0822792053	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4185803074	2.9409852028	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4186381781	2.9216113091	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4186960489	2.8081657887	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4187539441	2.7472062111	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4188118176	2.6418371201	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4188696907	2.6255326271	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4189275894	2.5053043365	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4189854833	2.4647703171	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4190433541	2.3582565784	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4191012278	2.3582565784	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4191590984	2.3031270504	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4192169924	2.3031270504	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4192748630	2.2631521225	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4193327569	2.2631521225	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4193906508	2.1641049385	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
0.4194485043	2.1641049385	0.8753055334	34.2720000000	0.2811676301	1.4060115607	0.7030057803
