Day fraction since midnight on 	Time (seconds)	influent turbidity (NTU)	effluent turbidity (NTU)	water pump control (rpm)	coag pump control (rpm)	acid pump control (rpm)	carbon pump control (rpm)
0.744955544	6493	7.191389561	2.834519863	342.9942857	0.140601156	1.406011561	0.70300578
0.745013404	6536	8.955816269	2.834519863	342.9942857	0.140601156	1.406011561	0.70300578
0.745071277	6579	9.274093628	2.834519863	342.9942857	0.140601156	1.406011561	0.70300578
0.745129137	6622	9.807561874	2.834519863	342.9942857	0.140601156	1.406011561	0.70300578
0.745187009	6665	9.767897606	2.834519863	342.9942857	0.140601156	1.406011561	0.70300578
0.745244881	6708	9.219602585	2.834519863	342.9942857	0.140601156	1.406011561	0.70300578
0.745302753	6751	8.506994247	2.834519863	342.9942857	0.140601156	1.406011561	0.70300578
0.745360625	6794	7.931024551	2.834519863	342.9942857	0.140601156	1.406011561	0.70300578
0.745418497	6837	7.377545357	2.834519863	342.9942857	0.140601156	1.406011561	0.70300578
0.745476357	6880	6.82182312	2.834519863	342.9942857	0.140601156	1.406011561	0.70300578
0.745534241	6923	6.337386131	2.834519863	342.9942857	0.140601156	1.406011561	0.70300578
0.745592113	6966	5.533256531	2.834519863	342.9942857	0.140601156	1.406011561	0.70300578
0.745649996	7009	5.189951897	2.834519863	342.9942857	0.140601156	1.406011561	0.70300578
0.745707845	7052	5.189951897	2.907877445	342.9942857	0.140601156	1.406011561	0.70300578
0.745765717	7095	4.263541699	2.907877445	342.9942857	0.140601156	1.406011561	0.70300578
0.745823589	7138	4.263541699	2.907877445	342.9942857	0.140601156	1.406011561	0.70300578
0.745881473	7181	3.767874003	2.907877445	342.9942857	0.140601156	1.406011561	0.70300578
0.745939333	7224	3.767874003	2.907877445	342.9942857	0.140601156	1.406011561	0.70300578
0.745997193	7267	3.078178406	2.907877445	342.9942857	0.140601156	1.406011561	0.70300578
0.746055077	7310	3.078178406	2.907877445	342.9942857	0.140601156	1.406011561	0.70300578
0.746112937	7353	2.624055386	2.907877445	342.9942857	0.140601156	1.406011561	0.70300578
0.746170809	7396	2.624055386	2.907877445	342.9942857	0.140601156	1.406011561	0.70300578
0.746228681	7439	2.371001482	2.907877445	342.9942857	0.140601156	1.406011561	0.70300578
0.746286553	7482	2.371001482	2.907877445	342.9942857	0.140601156	1.406011561	0.70300578
0.746344425	7525	2.361793995	2.907877445	342.9942857	0.140601156	1.406011561	0.70300578
0.746402297	7568	2.361793995	2.907877445	342.9942857	0.140601156	1.406011561	0.70300578
0.746460169	7611	2.135552168	2.907877445	342.9942857	0.140601156	1.406011561	0.70300578
0.74651803	7654	2.135552168	2.907877445	342.9942857	0.140601156	1.406011561	0.70300578
0.746575902	7697	1.8540591	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.746633785	7740	1.8540591	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.746691657	7783	1.754250646	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.746749517	7826	1.754250646	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
0.746807389	7869	1.768904567	2.554242849	342.9942857	0.140601156	1.406011561	0.70300578
