Day fraction since midnight on 	Time (seconds)	influent turbidity (NTU)	effluent turbidity (NTU)	water pump control (rpm)	coag pump control (rpm)	acid pump control (rpm)	carbon pump control (rpm)
0.578171222	3162	1.920090318	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.578229094	3196	2.66271615	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.578286966	3230	2.66271615	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.578344826	3264	2.66271615	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.578402698	3298	2.88033247	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.578460558	3332	2.88033247	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.57851843	3366	2.88033247	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.578576302	3400	2.708203316	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.578634173	3434	2.708203316	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.578692045	3468	2.708203316	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.578749929	3502	2.744661808	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.5788078	3536	2.744661808	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.57886566	3570	2.744661808	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.578923521	3604	2.623525143	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.578981404	3638	2.623525143	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.579039264	3672	2.623525143	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.579097148	3706	2.654084683	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.579155019	3740	2.654084683	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.579212891	3774	2.654084683	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.579270763	3808	2.708660126	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.579328623	3842	2.708660126	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.579386506	3876	2.708660126	0.950120509	34.31314286	0.087884393	1.406011561	0.70300578
0.579444367	3910	3.639004707	1.586892366	34.31314286	0.087884393	1.406011561	0.70300578
0.579502227	3944	3.639004707	1.586892366	34.31314286	0.087884393	1.406011561	0.70300578
0.57956011	3978	3.639004707	1.586892366	34.31314286	0.087884393	1.406011561	0.70300578
0.57961797	4012	3.93347621	1.579359651	34.31314286	0.087884393	1.406011561	0.70300578
0.579675842	4046	3.93347621	1.579359651	34.31314286	0.087884393	1.406011561	0.70300578
0.579733714	4080	3.93347621	1.579359651	34.31314286	0.087884393	1.406011561	0.70300578
0.579791597	4114	4.777392864	1.541007042	34.31314286	0.087884393	1.406011561	0.70300578
0.579849469	4148	4.777392864	1.541007042	34.31314286	0.087884393	1.406011561	0.70300578
0.579907318	4182	4.777392864	1.541007042	34.31314286	0.087884393	1.406011561	0.70300578
0.579965189	4216	5.376744747	1.50018394	34.31314286	0.087884393	1.406011561	0.70300578
0.580023061	4250	5.376744747	1.50018394	34.31314286	0.087884393	1.406011561	0.70300578
0.580080945	4284	5.376744747	1.50018394	34.31314286	0.087884393	1.406011561	0.70300578
0.580138816	4318	6.401787281	1.474308252	34.31314286	0.087884393	1.406011561	0.70300578
0.580196677	4352	6.401787281	1.474308252	34.31314286	0.087884393	1.406011561	0.70300578
0.580254548	4386	6.401787281	1.474308252	34.31314286	0.087884393	1.406011561	0.70300578
0.58031242	4420	6.908419132	1.43749392	34.31314286	0.087884393	1.406011561	0.70300578
0.580370315	4454	6.908419132	1.43749392	34.31314286	0.087884393	1.406011561	0.70300578
0.580428164	4488	6.908419132	1.43749392	34.31314286	0.087884393	1.406011561	0.70300578
0.580486035	4522	7.378777504	1.480490565	34.31314286	0.087884393	1.406011561	0.70300578
0.580543896	4556	7.378777504	1.480490565	34.31314286	0.087884393	1.406011561	0.70300578
0.580601767	4590	7.378777504	1.480490565	34.31314286	0.087884393	1.406011561	0.70300578
0.580659639	4624	7.800667763	1.542797804	34.31314286	0.087884393	1.406011561	0.70300578
0.580717522	4658	7.800667763	1.542797804	34.31314286	0.087884393	1.406011561	0.70300578
0.580775383	4692	7.800667763	1.542797804	34.31314286	0.087884393	1.406011561	0.70300578
0.580833254	4726	7.474162102	1.513956428	34.31314286	0.087884393	1.406011561	0.70300578
0.580891115	4760	7.474162102	1.513956428	34.31314286	0.087884393	1.406011561	0.70300578
0.580948986	4794	7.474162102	1.513956428	34.31314286	0.087884393	1.406011561	0.70300578
0.58100687	4828	7.191036224	1.533063173	34.31314286	0.087884393	1.406011561	0.70300578
0.58106473	4862	7.191036224	1.533063173	34.31314286	0.087884393	1.406011561	0.70300578
0.581122613	4896	7.191036224	1.533063173	34.31314286	0.087884393	1.406011561	0.70300578
0.581180474	4930	9.031941414	1.469514012	34.31314286	0.087884393	1.406011561	0.70300578
0.581238368	4964	9.031941414	1.469514012	34.31314286	0.087884393	1.406011561	0.70300578
0.581296229	4998	9.031941414	1.469514012	34.31314286	0.087884393	1.406011561	0.70300578
0.5813541	5032	17.30712318	1.505222797	34.31314286	0.087884393	1.406011561	0.70300578
0.581411961	5066	17.30712318	1.505222797	34.31314286	0.087884393	1.406011561	0.70300578
0.581469821	5100	17.30712318	1.505222797	34.31314286	0.087884393	1.406011561	0.70300578
0.581527704	5134	11.81916046	1.535076261	34.31314286	0.087884393	1.406011561	0.70300578
0.581585564	5168	11.81916046	1.535076261	34.31314286	0.087884393	1.406011561	0.70300578
0.581643436	5202	11.81916046	1.535076261	34.31314286	0.087884393	1.406011561	0.70300578
0.581701308	5236	8.226279259	1.462397814	34.31314286	0.087884393	1.406011561	0.70300578
0.58175918	5270	8.226279259	1.462397814	34.31314286	0.087884393	1.406011561	0.70300578
0.581817075	5304	8.226279259	1.462397814	34.31314286	0.087884393	1.406011561	0.70300578
0.581874912	5338	6.11006403	1.510528326	34.31314286	0.087884393	1.406011561	0.70300578
0.581932783	5372	6.11006403	1.510528326	34.31314286	0.087884393	1.406011561	0.70300578
0.581990655	5406	6.11006403	1.510528326	34.31314286	0.087884393	1.406011561	0.70300578
0.582048527	5440	5.171199799	1.500897169	34.31314286	0.087884393	1.406011561	0.70300578
0.582106399	5474	5.171199799	1.500897169	34.31314286	0.087884393	1.406011561	0.70300578
0.582164271	5508	5.171199799	1.500897169	34.31314286	0.087884393	1.406011561	0.70300578
0.582222154	5542	4.620421886	1.640310645	34.31314286	0.087884393	1.406011561	0.70300578
0.582280014	5576	4.620421886	1.640310645	34.31314286	0.087884393	1.406011561	0.70300578
0.582337897	5610	4.620421886	1.640310645	34.31314286	0.087884393	1.406011561	0.70300578
0.582395746	5644	4.023661614	1.703222752	34.31314286	0.087884393	1.406011561	0.70300578
0.582453629	5678	4.023661614	1.703222752	34.31314286	0.087884393	1.406011561	0.70300578
0.58251149	5712	4.023661614	1.703222752	34.31314286	0.087884393	1.406011561	0.70300578
0.582569373	5746	3.892573118	1.714847922	34.31314286	0.087884393	1.406011561	0.70300578
0.582627233	5780	3.892573118	1.714847922	34.31314286	0.087884393	1.406011561	0.70300578
0.582685105	5814	3.892573118	1.714847922	34.31314286	0.087884393	1.406011561	0.70300578
0.582742977	5848	3.806447744	1.792869449	34.31314286	0.087884393	1.406011561	0.70300578
0.582800848	5882	3.806447744	1.792869449	34.31314286	0.087884393	1.406011561	0.70300578
0.58285872	5916	3.806447744	1.792869449	34.31314286	0.087884393	1.406011561	0.70300578
0.582916592	5950	4.313856602	1.835482836	34.31314286	0.087884393	1.406011561	0.70300578
0.582974452	5984	4.313856602	1.835482836	34.31314286	0.087884393	1.406011561	0.70300578
0.583032324	6018	4.313856602	1.835482836	34.31314286	0.087884393	1.406011561	0.70300578
0.583090196	6052	3.924998522	1.910392761	34.31314286	0.087884393	1.406011561	0.70300578
0.583148068	6086	3.924998522	1.910392761	34.31314286	0.087884393	1.406011561	0.70300578
0.583205951	6120	3.924998522	1.910392761	34.31314286	0.087884393	1.406011561	0.70300578
0.583263823	6154	3.829917669	1.970927	34.31314286	0.087884393	1.406011561	0.70300578
0.583321683	6188	3.829917669	1.970927	34.31314286	0.087884393	1.406011561	0.70300578
0.583379543	6222	3.829917669	1.970927	34.31314286	0.087884393	1.406011561	0.70300578
0.583437415	6256	3.687249899	1.970927	34.31314286	0.087884393	1.406011561	0.70300578
0.583495298	6290	3.603803158	1.979978561	34.31314286	0.087884393	1.406011561	0.70300578
0.58355317	6324	3.603803158	1.979978561	34.31314286	0.087884393	1.406011561	0.70300578
0.58361103	6358	3.603803158	1.979978561	34.31314286	0.087884393	1.406011561	0.70300578
0.583668902	6392	3.349367142	2.073404551	34.31314286	0.087884393	1.406011561	0.70300578
0.583726797	6426	3.349367142	2.073404551	34.31314286	0.087884393	1.406011561	0.70300578
0.583784657	6460	3.349367142	2.073404551	34.31314286	0.087884393	1.406011561	0.70300578
0.583842506	6494	3.253373623	2.217624188	34.31314286	0.087884393	1.406011561	0.70300578
0.583900377	6528	3.253373623	2.217624188	34.31314286	0.087884393	1.406011561	0.70300578
0.583958261	6562	3.253373623	2.217624188	34.31314286	0.087884393	1.406011561	0.70300578
0.584016121	6596	3.231383562	2.203760386	34.31314286	0.087884393	1.406011561	0.70300578
0.584073993	6630	3.231383562	2.203760386	34.31314286	0.087884393	1.406011561	0.70300578
0.584131876	6664	3.231383562	2.203760386	34.31314286	0.087884393	1.406011561	0.70300578
0.584189748	6698	3.142471552	2.257461309	34.31314286	0.087884393	1.406011561	0.70300578
0.584247608	6732	3.142471552	2.257461309	34.31314286	0.087884393	1.406011561	0.70300578
0.584305503	6766	3.142471552	2.257461309	34.31314286	0.087884393	1.406011561	0.70300578
0.58436334	6800	2.869518757	2.462781191	34.31314286	0.087884393	1.406011561	0.70300578
0.584421212	6834	2.869518757	2.462781191	34.31314286	0.087884393	1.406011561	0.70300578
0.584479095	6868	2.869518757	2.462781191	34.31314286	0.087884393	1.406011561	0.70300578
0.584536955	6902	2.870802403	2.338173628	34.31314286	0.087884393	1.406011561	0.70300578
