Day fraction since midnight on 	Time (seconds)	influent turbidity (NTU)	effluent turbidity (NTU)	water pump control (rpm)	coag pump control (rpm)	acid pump control (rpm)	carbon pump control (rpm)
0.60617449	4932	3.895002604	4.716274262	34.25828571	0.35132948	1.406011561	0.70300578
0.606232362	4968	4.661985874	3.970397711	34.25828571	0.35132948	1.406011561	0.70300578
0.606290234	5004	4.661985874	3.970397711	34.25828571	0.35132948	1.406011561	0.70300578
0.606348106	5040	4.661985874	3.970397711	34.25828571	0.35132948	1.406011561	0.70300578
0.606405989	5076	5.265021801	3.599176645	34.25828571	0.35132948	1.406011561	0.70300578
0.606463861	5112	5.265021801	3.599176645	34.25828571	0.35132948	1.406011561	0.70300578
0.606521733	5148	5.265021801	3.599176645	34.25828571	0.35132948	1.406011561	0.70300578
0.606579605	5184	5.617890358	2.319506884	34.25828571	0.35132948	1.406011561	0.70300578
0.606637465	5220	5.617890358	2.319506884	34.25828571	0.35132948	1.406011561	0.70300578
0.606695325	5256	5.617890358	2.319506884	34.25828571	0.35132948	1.406011561	0.70300578
0.606753197	5292	5.637881756	6.051728249	34.25828571	0.35132948	1.406011561	0.70300578
0.606811069	5328	5.637881756	6.051728249	34.25828571	0.35132948	1.406011561	0.70300578
0.606868952	5364	5.637881756	6.051728249	34.25828571	0.35132948	1.406011561	0.70300578
0.606926824	5400	5.652208805	5.559045792	34.25828571	0.35132948	1.406011561	0.70300578
0.606984696	5436	5.652208805	5.559045792	34.25828571	0.35132948	1.406011561	0.70300578
0.607042568	5472	5.652208805	5.559045792	34.25828571	0.35132948	1.406011561	0.70300578
0.607100428	5508	7.15811348	3.82195878	34.25828571	0.35132948	1.406011561	0.70300578
0.607158288	5544	7.15811348	3.82195878	34.25828571	0.35132948	1.406011561	0.70300578
0.60721616	5580	7.15811348	3.82195878	34.25828571	0.35132948	1.406011561	0.70300578
0.607274032	5616	6.873764038	2.482153654	34.25828571	0.35132948	1.406011561	0.70300578
0.607331904	5652	6.873764038	2.482153654	34.25828571	0.35132948	1.406011561	0.70300578
0.607389776	5688	6.873764038	2.482153654	34.25828571	0.35132948	1.406011561	0.70300578
0.607447648	5724	6.020803928	1.808988452	34.25828571	0.35132948	1.406011561	0.70300578
0.607505519	5760	6.020803928	1.808988452	34.25828571	0.35132948	1.406011561	0.70300578
0.60756338	5796	6.020803928	1.808988452	34.25828571	0.35132948	1.406011561	0.70300578
0.607621251	5832	5.624260426	1.795294046	34.25828571	0.35132948	1.406011561	0.70300578
0.607679123	5868	5.624260426	1.795294046	34.25828571	0.35132948	1.406011561	0.70300578
0.607736995	5904	5.624260426	1.795294046	34.25828571	0.35132948	1.406011561	0.70300578
